hash,timestamp,input_addresses,input_values,output_addresses,output_values,fee
c5481943daf36b58a3e0e1fd52be472b3aaec4251f4df1d01855cc4ab86d2171,1654676128,"['9a018fe47bbcea4e3d5d87809cdda62edd', 'fd7a26ee53f6c8ce27700243dad0139314']","[5.66112608, 9.0952033]","['9bc16796957df78a5e2d9bc409ef51209b', 'ff8a819983da0347822f41373d5b420096', '68e1fda7b52b463e4759123487f804aff5', '3aa0379c63bed513d15e74b6b696fb883f']","[6.07991564, 3.06310792, 1.35820248, 4.13571163]",0.11939171
5dd197c48d37ada7a9f14c983a384af21cde09611fe0eddfab3cf1205ba19c4a,1645329482,"['6a9511170edc5eecc468e0c2fdecb291db', 'f450c507b27979779004cd5ab0239cf1db']","[8.16271833, 0.94340026]","['b20fbdd2d12a4448a195afeef127fdec58', '6fec691f29e4d18a4f8ea654e2e0053567', 'fd7a26ee53f6c8ce27700243dad0139314', 'da9187e05ef31399e0d9fab638b27c5274', '25ad779ecc8a52452c6cd55a06c7077e2f']","[2.82131865, 0.73395161, 2.10869784, 1.6054045, 1.80067275]",0.03607324
bce34a3e4f50483d2e5dbf75a85fdab1de2dc203cbe888a91a8d1278218d3b43,1649168639,"['da9187e05ef31399e0d9fab638b27c5274', '91f08b465a667efc5c072dd7f04774957a']","[7.77921874, 5.69739315]",['b20fbdd2d12a4448a195afeef127fdec58'],[13.38786479],0.0887471
57b269c55fb675eb77526b9f4e0d2054e1f9092e75821419120092a5687220fb,1654958545,"['a9919070c7c9d08305e9fd931e3c6174f9', '25ad779ecc8a52452c6cd55a06c7077e2f']","[0.89503022, 8.8591861]",['b09dde30f46de2e6506dc9178290a4a4ab'],[9.68560426],0.06861206
2243536da9831214380617e3e72b122b40292ccb5ab3a5452082b8a12702f82f,1671207954,['ff8a819983da0347822f41373d5b420096'],[8.63714709],"['d5cee50d9e3bc7edd430af4ddf8f8bb74d', '393bc9d4842d5756675fc894ffbc796e31']","[1.6757773, 6.89816684]",0.06320295
2673bfb6de183e57733b173c048df4b3e53d6d125c6d45b12fe45b4380fb9374,1652017703,"['9256269171ceae1b8b69fee900540c0972', '6fec691f29e4d18a4f8ea654e2e0053567', '25ad779ecc8a52452c6cd55a06c7077e2f']","[2.07459431, 0.99314824, 7.31492232]",['acca461c3fcc37bbb3255cae84336855a3'],[10.36648709],0.01617778
631439b8848f762b6e33297eb13e5ed6057309202d2099cc9881bb4d2bac9f19,1645245650,['ed1ec93bc5f7c38aaf80e9029dda699088'],[4.49665193],['4989cd7274f46860b01c65d2d4ea9f0d33'],[4.47682811],0.01982382
51197772b64b9854958c68c17800ecb750b093906a85c05a396a8381ba26d2b3,1652102298,"['13d8c2e0bd2bed329842792eb92de852ab', '79d297eef1cf3d8774bcb368343c694646', '53ff7b447233e9d476a16fbf58c2058ef1']","[6.70079692, 7.80045633, 5.27532872]","['1797ecd4fa318ff79ec34284ee4c2c79a3', 'da9187e05ef31399e0d9fab638b27c5274', '4e926ac417eb42b65fe9e64dbd31f56082', '877c862bc520673f290192e91109c3d175']","[3.99802026, 2.9095582, 4.14813162, 8.53165488]",0.18921701
52c77701931ef37d3be147bbbc45df2ffb312283695ffed134f765b380071ae9,1643787104,"['3cac2601f46cb8587412ae7880f6495b2a', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[5.31585207, 2.02521741]",['b20fbdd2d12a4448a195afeef127fdec58'],[7.27681261],0.06425687
eb34cf844edecc1637cdfd8a234605066d1070d99bc2c59323d9891773249eeb,1655870492,"['53ff7b447233e9d476a16fbf58c2058ef1', '4e926ac417eb42b65fe9e64dbd31f56082']","[7.77342398, 4.0895505]","['e81b356c8a0b30e4900aa82827e047b8ee', '79e057e7c7bf08ad69ef2ce4489b8d4c94', 'acca461c3fcc37bbb3255cae84336855a3']","[1.21269424, 3.26222239, 7.32005785]",0.068
27e4d87ea1e8e21521f20ecca5cc3c047c4183678076e371ae6e64cda68578d0,1660947447,"['b20fbdd2d12a4448a195afeef127fdec58', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', '3a6b144850eb872701016b1fe27dea1d3a']","[4.49077007, 9.14923284, 9.75018328]","['6a9511170edc5eecc468e0c2fdecb291db', '13d8c2e0bd2bed329842792eb92de852ab', '16b61b7f72cd5053133e401ee505394839']","[11.17253732, 1.53762342, 10.4480148]",0.23201065
54d2648aacb92ac8153535331c02d196920c2c308cf1bcf97553b5ee64bd0984,1661036277,"['a9919070c7c9d08305e9fd931e3c6174f9', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[3.11157342, 6.40665695]","['13d8c2e0bd2bed329842792eb92de852ab', '9256269171ceae1b8b69fee900540c0972', 'd5cee50d9e3bc7edd430af4ddf8f8bb74d']","[1.8215842, 3.00434824, 4.66044629]",0.03185164
0ec258c227eb213e86250e73fc2cfc0e03a6deed39c0b58d129a6457fe6ab83a,1660940150,"['bcd094b14e224bde0da4a0b9ee8a0ca2c9', 'b2b49736ee87009127015fe72f83fef554']","[7.00844406, 3.48249695]","['4e926ac417eb42b65fe9e64dbd31f56082', '79d297eef1cf3d8774bcb368343c694646']","[2.84015473, 7.61023402]",0.04055226
bcd64d237bafb37fc5a66a3a9e772f23e7458c601bf5171d1f9a517639d1cb12,1642982908,['13d8c2e0bd2bed329842792eb92de852ab'],[4.76353578],"['2a2a7fb8b00d4a96bc95edf83df1e54c91', 'e81b356c8a0b30e4900aa82827e047b8ee', 'da9187e05ef31399e0d9fab638b27c5274', '79d297eef1cf3d8774bcb368343c694646']","[2.20129821, 1.22519538, 0.38313531, 0.91862404]",0.03528284
783d2deb900edc5e0744a99657f72803e644908fb774f269a3d85ac0d83e441d,1662571501,"['be93b441ae5d0c8c205aa3c90cfbf4a106', '1797ecd4fa318ff79ec34284ee4c2c79a3']","[1.81754475, 7.07660767]","['e81b356c8a0b30e4900aa82827e047b8ee', 'ed1ec93bc5f7c38aaf80e9029dda699088', 'ab0376b34514579545eeaa7305def8e982', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[2.3766333, 2.71963081, 1.395105, 2.35085444]",0.05192887
b613b44180d379f810f067e269d3fa9d069f5425daf9acb252f97a10bae2daf7,1666861378,"['e81b356c8a0b30e4900aa82827e047b8ee', '6bbd2f139c323bec2a693901bd24a38bbc']","[0.8510178, 2.36814144]","['877c862bc520673f290192e91109c3d175', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a', 'b2b49736ee87009127015fe72f83fef554', 'f450c507b27979779004cd5ab0239cf1db', 'c1e8eb438104d0d73d6515f0cb9328960a']","[1.02766076, 0.57017192, 0.73288797, 0.18629869, 0.67920872]",0.02293118
5832398fa8f8e79e01d00f44adab01d304adc4aabbff3cdeb0330181df5f3b93,1651768382,"['edba6a897a08174dff262541e7c1ea1e8e', 'b2b49736ee87009127015fe72f83fef554', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[4.15367738, 9.44569237, 3.8738686]","['0eb36b509f25ea04e59cb4c1ecd0db10f5', 'edba6a897a08174dff262541e7c1ea1e8e']","[2.69628744, 14.71525204]",0.06169887
4c2b17877ec41fc7d0fe3d603298b856f33e468b806eaa925507e5caf7d46002,1646765147,['47245a9493c4711c9d5dfd4148bd2bbe98'],[4.21854221],"['bcd094b14e224bde0da4a0b9ee8a0ca2c9', '2bbad5aea55dc62bdb06d74b9f61fa1a23', '16b61b7f72cd5053133e401ee505394839', '25ad779ecc8a52452c6cd55a06c7077e2f']","[1.09766626, 0.98810835, 0.43575513, 1.68871385]",0.00829862
6fcc0a69186ef4a457d0fe73089123883d43d31f70ccd7dd38534485a395e5d7,1663256700,"['6bbd2f139c323bec2a693901bd24a38bbc', 'ff8a819983da0347822f41373d5b420096', '25ad779ecc8a52452c6cd55a06c7077e2f']","[9.20511452, 3.33070364, 2.69128849]","['877c862bc520673f290192e91109c3d175', 'f450c507b27979779004cd5ab0239cf1db']","[4.70826775, 10.37431169]",0.14452721
9f44dd86491bdc423677b2ac9c5a3ef1ab0c79f98b4fe662412bbeecc8d06afa,1657800400,"['3cac2601f46cb8587412ae7880f6495b2a', '6a9511170edc5eecc468e0c2fdecb291db']","[2.43270188, 2.63773496]","['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '1797ecd4fa318ff79ec34284ee4c2c79a3', '25ad779ecc8a52452c6cd55a06c7077e2f', 'e81b356c8a0b30e4900aa82827e047b8ee']","[0.89786878, 1.5660989, 0.87404349, 1.72099402]",0.01143165
dbcbc25b42ae0147bf9d9ee87d46a18450ccf614258aaf698d482cd7069b6a64,1653957742,['3a6b144850eb872701016b1fe27dea1d3a'],[2.8207607],"['877c862bc520673f290192e91109c3d175', 'b09dde30f46de2e6506dc9178290a4a4ab', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[1.25044384, 0.49173996, 1.05713068]",0.02144622
b8c0f7c1a30b0198a0df2cf25f7de7414defc182f7a0a82488a1fc92a8fff241,1652438884,"['393bc9d4842d5756675fc894ffbc796e31', 'e81b356c8a0b30e4900aa82827e047b8ee']","[7.70622992, 0.75785613]","['25ad779ecc8a52452c6cd55a06c7077e2f', '9a018fe47bbcea4e3d5d87809cdda62edd', '3aa0379c63bed513d15e74b6b696fb883f', '0eb36b509f25ea04e59cb4c1ecd0db10f5']","[1.24132753, 3.38977766, 0.96328822, 2.80476737]",0.06492527
7d544cd372d5f7acdd5982bae495d98c9a9033f415aa165ff9706ad880637a9a,1662396677,"['877c862bc520673f290192e91109c3d175', '0eb36b509f25ea04e59cb4c1ecd0db10f5', 'a9919070c7c9d08305e9fd931e3c6174f9']","[2.95780957, 8.44663263, 1.66974727]","['9a018fe47bbcea4e3d5d87809cdda62edd', 'f450c507b27979779004cd5ab0239cf1db', '1797ecd4fa318ff79ec34284ee4c2c79a3', '9bc16796957df78a5e2d9bc409ef51209b']","[4.62550351, 1.58175504, 2.89394287, 3.93394298]",0.03904507
a76a5bee7d4efc91dcffa4610ff7ff9548dde9f48ec1029084d0ebbb6d8df950,1647927574,"['acca461c3fcc37bbb3255cae84336855a3', 'fd7a26ee53f6c8ce27700243dad0139314']","[0.52645502, 5.26838969]","['ab0376b34514579545eeaa7305def8e982', 'e81b356c8a0b30e4900aa82827e047b8ee']","[1.99163597, 3.77886066]",0.02434808
e4614f4b751f4ad903520922c789fadd3b10d80ec095019add855e77aeee3327,1666395972,['6ff8f273448452717d34fc1e52782e0fb9'],[8.0184897],"['47245a9493c4711c9d5dfd4148bd2bbe98', 'fd7a26ee53f6c8ce27700243dad0139314', 'b20fbdd2d12a4448a195afeef127fdec58', '9256269171ceae1b8b69fee900540c0972', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[3.14403992, 1.98265732, 0.33150079, 1.22864218, 1.27053032]",0.06111917
2449a5b78721281778028814e0b41d2a806d65326e32ea9856eaa7e22344e397,1643560038,"['7855ec65b9a969ea8a7395a88d1cc64c7c', 'b09dde30f46de2e6506dc9178290a4a4ab', '68e1fda7b52b463e4759123487f804aff5']","[6.11235682, 9.93356511, 9.51962322]","['be93b441ae5d0c8c205aa3c90cfbf4a106', 'acca461c3fcc37bbb3255cae84336855a3', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[12.30335091, 1.9819761, 11.03387111]",0.24634703
5c58d16b1e7be268239242dbb1f1db8ae91834d658783ef3c8cc99178df5938f,1670910244,['ed1ec93bc5f7c38aaf80e9029dda699088'],[9.78952325],"['d4c4ad3d656b9e92d8449f56d169a6e2d2', '2a2a7fb8b00d4a96bc95edf83df1e54c91', '79d297eef1cf3d8774bcb368343c694646', '9a018fe47bbcea4e3d5d87809cdda62edd']","[4.07060331, 1.52932063, 1.75167669, 2.36684228]",0.07108034
78a16920cbb8e9495abbb27a3b45d17516539a0f9a42b1492a7b70997eeb38f7,1661350705,"['3a6b144850eb872701016b1fe27dea1d3a', '6fec691f29e4d18a4f8ea654e2e0053567', 'b2b49736ee87009127015fe72f83fef554']","[5.28320307, 9.55950443, 5.59216303]","['79d297eef1cf3d8774bcb368343c694646', '3cac2601f46cb8587412ae7880f6495b2a']","[5.37794148, 14.96102918]",0.09589987
aef7dccacedf0c5ac32a610a7431e628873f578fcc9184bda6da89e97e8e7ea0,1664398701,['68e1fda7b52b463e4759123487f804aff5'],[6.79468122],"['16b61b7f72cd5053133e401ee505394839', '3cac2601f46cb8587412ae7880f6495b2a', 'ab0376b34514579545eeaa7305def8e982', 'acca461c3fcc37bbb3255cae84336855a3', 'f450c507b27979779004cd5ab0239cf1db']","[3.38578795, 0.90775387, 0.52340475, 0.77328996, 1.18824813]",0.01619656
dc130e9cf6d8258370533ce17852c568cf200b016e5f6c443d609a4586cc490f,1667450180,['4989cd7274f46860b01c65d2d4ea9f0d33'],[9.1396319],"['79d297eef1cf3d8774bcb368343c694646', 'd0a1e61d208a7ad27ffe2f608a2aaef810', '877c862bc520673f290192e91109c3d175', '3cac2601f46cb8587412ae7880f6495b2a']","[1.34770522, 2.80858866, 1.28840614, 3.66162043]",0.03331145
6cb5f9b6ff73ce99ec1ed64846fa6acf9426d3ef8ef24e7cddd5aec824744bad,1672034125,['9bc16796957df78a5e2d9bc409ef51209b'],[2.81762051],"['c1e8eb438104d0d73d6515f0cb9328960a', 'ab0376b34514579545eeaa7305def8e982', '0eb36b509f25ea04e59cb4c1ecd0db10f5', 'ed1ec93bc5f7c38aaf80e9029dda699088', '3a6b144850eb872701016b1fe27dea1d3a']","[0.7198898, 0.25616542, 0.74063724, 0.44366493, 0.65067074]",0.00659238
cbdfd69b4cfd80268196001dbc44498961a31505716d4f1f38b5c28fbaff6323,1646953857,['9256269171ceae1b8b69fee900540c0972'],[9.48885543],"['6bbd2f139c323bec2a693901bd24a38bbc', '53ff7b447233e9d476a16fbf58c2058ef1']","[3.25561469, 6.18880896]",0.04443178
c7253387fa1177729b323e2ea3f50d9917a0e509e2cbc02340922a4777d92885,1644104076,['68e1fda7b52b463e4759123487f804aff5'],[7.29139035],"['5e52bae29d5cb1778a595a48de72f2d5a9', 'd0a1e61d208a7ad27ffe2f608a2aaef810', '9256269171ceae1b8b69fee900540c0972', '2bbad5aea55dc62bdb06d74b9f61fa1a23']","[3.29749975, 0.56448339, 1.10997868, 2.27098023]",0.0484483
fc5b60ece062de642cb121add15511f250f727dc4e21d253339d12f1437ea01e,1657071290,['edba6a897a08174dff262541e7c1ea1e8e'],[7.32871773],"['9a018fe47bbcea4e3d5d87809cdda62edd', '6fec691f29e4d18a4f8ea654e2e0053567', '1797ecd4fa318ff79ec34284ee4c2c79a3', '393bc9d4842d5756675fc894ffbc796e31', '3a6b144850eb872701016b1fe27dea1d3a']","[3.34626044, 1.40670528, 0.30421685, 0.76019686, 1.46799798]",0.04334032
3c58521ee9347c8d66bcdf406417c7f75d49280f1ba928998985623642b544d4,1672169023,"['d0a1e61d208a7ad27ffe2f608a2aaef810', '6fec691f29e4d18a4f8ea654e2e0053567', 'd4c4ad3d656b9e92d8449f56d169a6e2d2']","[2.38427342, 5.1681937, 3.66212373]","['6a9511170edc5eecc468e0c2fdecb291db', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '91f08b465a667efc5c072dd7f04774957a']","[4.27157923, 2.20424017, 4.7010756]",0.03769585
3331a231fb1d4302bbb6fd92c0d638015c4e972ea5bcbcbca20be20229166fd6,1655391189,"['47245a9493c4711c9d5dfd4148bd2bbe98', 'b2b49736ee87009127015fe72f83fef554', 'b20fbdd2d12a4448a195afeef127fdec58']","[1.12667634, 6.05561683, 0.67915306]","['d4c4ad3d656b9e92d8449f56d169a6e2d2', 'edba6a897a08174dff262541e7c1ea1e8e', '2bbad5aea55dc62bdb06d74b9f61fa1a23', 'f450c507b27979779004cd5ab0239cf1db', '9a018fe47bbcea4e3d5d87809cdda62edd']","[0.91164112, 1.82180879, 0.93830944, 0.6589663, 3.47220882]",0.05851176
ebb0eac01092b667c7e4ac36785a11a8be5c5b85f74fc3b7bd3375a6edc735da,1646245976,"['d0a1e61d208a7ad27ffe2f608a2aaef810', '393bc9d4842d5756675fc894ffbc796e31']","[2.78088494, 1.73089878]",['0eb36b509f25ea04e59cb4c1ecd0db10f5'],[4.48834235],0.02344137
274cba3cbfa257e30138ac2b5aa71b761be949103e46d04bbe4ebd85cd743471,1665043708,['9bc16796957df78a5e2d9bc409ef51209b'],[4.10334324],"['acca461c3fcc37bbb3255cae84336855a3', '6fec691f29e4d18a4f8ea654e2e0053567', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', '9a018fe47bbcea4e3d5d87809cdda62edd']","[1.17120898, 0.91681311, 0.21565383, 1.77276658]",0.02690074
4f85cccef11f8a5b83a3adb6b9fb3746e8729530bb3c4ebceeb52c6f96adbd8f,1657302673,"['9bc16796957df78a5e2d9bc409ef51209b', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[5.4989108, 4.79808644]",['68e1fda7b52b463e4759123487f804aff5'],[10.2253696],0.07162764
1a5ee07a66003e7f58b32dde297adbbc5cd0565639ced9b1f1cce82850d14174,1658493322,"['0eb36b509f25ea04e59cb4c1ecd0db10f5', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '6a9511170edc5eecc468e0c2fdecb291db']","[9.32736313, 2.71062645, 7.04455791]","['47245a9493c4711c9d5dfd4148bd2bbe98', '6a9511170edc5eecc468e0c2fdecb291db', '6ff8f273448452717d34fc1e52782e0fb9', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[2.70869533, 1.85795871, 5.41155494, 9.07728323]",0.02705528
3d429a8cfde3b94ab806468242baed7e0c97fdfc822be1d6df8dfb6329668eab,1651218973,['f450c507b27979779004cd5ab0239cf1db'],[6.71823688],['bcd094b14e224bde0da4a0b9ee8a0ca2c9'],[6.68224285],0.03599403
5306da99e60f728df229235620de23aa1a184bd8f93c5abb8291521666ce066c,1653516929,['d0a1e61d208a7ad27ffe2f608a2aaef810'],[3.73573228],"['b09dde30f46de2e6506dc9178290a4a4ab', 'be93b441ae5d0c8c205aa3c90cfbf4a106', '4e926ac417eb42b65fe9e64dbd31f56082', '393bc9d4842d5756675fc894ffbc796e31', 'a9919070c7c9d08305e9fd931e3c6174f9']","[1.42051633, 0.98667578, 0.41008664, 0.16322985, 0.74764104]",0.00758264
6065c46611e840c3d33a2de51b6a5aad7098a717de150bd6d9b90df23e72251b,1653679281,"['be93b441ae5d0c8c205aa3c90cfbf4a106', '9256269171ceae1b8b69fee900540c0972']","[2.83139016, 8.5767175]",['877c862bc520673f290192e91109c3d175'],[11.31327432],0.09483334
755d6b5dd1e0284042c5281e3d7f96b3301cabc5f862d725c7998245c9739908,1670234599,"['edba6a897a08174dff262541e7c1ea1e8e', 'ed1ec93bc5f7c38aaf80e9029dda699088', 'd0a1e61d208a7ad27ffe2f608a2aaef810']","[2.04440078, 2.04372831, 4.9844243]","['9bc16796957df78a5e2d9bc409ef51209b', 'b20fbdd2d12a4448a195afeef127fdec58', '6fec691f29e4d18a4f8ea654e2e0053567']","[4.42922242, 1.37494205, 3.25400524]",0.01438368
65a67691044d5d5830bcf90295f401a6c9839bd8a60ec4907a6465ec2fdc0d00,1641791648,"['c1e8eb438104d0d73d6515f0cb9328960a', '47245a9493c4711c9d5dfd4148bd2bbe98', '3aa0379c63bed513d15e74b6b696fb883f']","[1.07759879, 2.81110849, 9.28120654]","['d5cee50d9e3bc7edd430af4ddf8f8bb74d', '68e1fda7b52b463e4759123487f804aff5', 'f450c507b27979779004cd5ab0239cf1db', '16b61b7f72cd5053133e401ee505394839']","[5.71063555, 1.95861854, 1.74027346, 3.72154609]",0.03884018
d8024c73f34ac999fbf8de715e567c3d58a103161e0df9a29c2a661f81003c03,1643708453,['6fec691f29e4d18a4f8ea654e2e0053567'],[3.30732302],['47245a9493c4711c9d5dfd4148bd2bbe98'],[3.27951724],0.02780578
b02378b5ef4c3fd82dc46e1fefdc6a54de3898df328763d097b895b39c71d564,1644901957,"['13d8c2e0bd2bed329842792eb92de852ab', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd']","[8.04561636, 5.7642781]",['9bc16796957df78a5e2d9bc409ef51209b'],[13.71945172],0.09044274
6f466703076044172e4a7d5f3edd06c5545950e223be9532d84add323a1bf0b6,1661072824,['acca461c3fcc37bbb3255cae84336855a3'],[7.37357709],"['3aa0379c63bed513d15e74b6b696fb883f', '3cac2601f46cb8587412ae7880f6495b2a']","[2.03629533, 5.27317481]",0.06410695
0caa76178ba0961cef9033c3fdfa398e18409094275a5638b88558457de8a912,1657176153,['e81b356c8a0b30e4900aa82827e047b8ee'],[3.93212949],"['d5cee50d9e3bc7edd430af4ddf8f8bb74d', '6bbd2f139c323bec2a693901bd24a38bbc', 'be93b441ae5d0c8c205aa3c90cfbf4a106', 'edba6a897a08174dff262541e7c1ea1e8e', '0eb36b509f25ea04e59cb4c1ecd0db10f5']","[0.51552693, 0.40780084, 0.79499137, 0.97398414, 1.22911293]",0.01071328
6f3d41f3217abe499124af48a0a0bb8952e5c9d70a63adb91a4b5655bfa79e96,1670542671,"['da9187e05ef31399e0d9fab638b27c5274', 'be93b441ae5d0c8c205aa3c90cfbf4a106', '53ff7b447233e9d476a16fbf58c2058ef1']","[6.94715206, 5.14398333, 7.64742549]","['edba6a897a08174dff262541e7c1ea1e8e', '16b61b7f72cd5053133e401ee505394839', 'be93b441ae5d0c8c205aa3c90cfbf4a106', 'd5cee50d9e3bc7edd430af4ddf8f8bb74d', '47245a9493c4711c9d5dfd4148bd2bbe98']","[8.76716443, 1.0945887, 1.90614743, 1.46487464, 6.44731085]",0.05847483
7dd69e1ce93fc4ca5a9ddab9c17629d45e94eaac1455853ee721173c3f337b17,1653853796,['1797ecd4fa318ff79ec34284ee4c2c79a3'],[8.36227822],"['acca461c3fcc37bbb3255cae84336855a3', 'b2b49736ee87009127015fe72f83fef554', 'be93b441ae5d0c8c205aa3c90cfbf4a106']","[1.04909904, 2.45773568, 4.79150435]",0.06393915
9e26afaaa9813d1459588e6fe1e0d788e63b116f3e630b1a23b4b8d1135cbb57,1663560780,"['9256269171ceae1b8b69fee900540c0972', '2a2a7fb8b00d4a96bc95edf83df1e54c91']","[0.74370333, 4.86074654]","['be93b441ae5d0c8c205aa3c90cfbf4a106', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', 'da9187e05ef31399e0d9fab638b27c5274']","[0.90064783, 1.3818811, 3.28513431]",0.03678663
615ab56639e8ea40d6573c610ce3a6a710ba80ad3c7760505b14dd350e8a92a9,1669754516,"['da9187e05ef31399e0d9fab638b27c5274', '53ff7b447233e9d476a16fbf58c2058ef1', '47245a9493c4711c9d5dfd4148bd2bbe98']","[5.3832584, 5.09453199, 3.91023211]",['fe6cbd217a8ca1f785a59b9ee2c2bfaccd'],[14.29149143],0.09653107
74836bb77a8c96cf1ec7b9176b3b762a044e6d0e5f26f698115e069980eba967,1653915986,"['91f08b465a667efc5c072dd7f04774957a', '4e926ac417eb42b65fe9e64dbd31f56082', '4989cd7274f46860b01c65d2d4ea9f0d33']","[0.71801128, 3.04903773, 7.71788144]","['e81b356c8a0b30e4900aa82827e047b8ee', 'b20fbdd2d12a4448a195afeef127fdec58', '3aa0379c63bed513d15e74b6b696fb883f', '9a018fe47bbcea4e3d5d87809cdda62edd']","[4.08406383, 3.2725337, 0.52160239, 3.5541852]",0.05254533
bdc07382b3a34f0df15afd7770dbaaf66410b5ce4ef358a777dd12a1c0dbf4a3,1653687491,"['91f08b465a667efc5c072dd7f04774957a', '4e926ac417eb42b65fe9e64dbd31f56082']","[4.0038967, 6.26402398]","['7855ec65b9a969ea8a7395a88d1cc64c7c', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '5e52bae29d5cb1778a595a48de72f2d5a9']","[4.41985165, 2.26889445, 3.4909951]",0.08817948
98268c4a28b8783d716e01f57d250f3fbee08a0f49edc0b4b33feb1ab7bd877c,1659654934,"['ed1ec93bc5f7c38aaf80e9029dda699088', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9']","[2.13926659, 6.78392579]",['91f08b465a667efc5c072dd7f04774957a'],[8.84511556],0.07807682
452cd8157dde9c82b05a76797437a952c8da9e5dabc8a4c48f10aa0114bcda03,1670750964,"['ed1ec93bc5f7c38aaf80e9029dda699088', '6a9511170edc5eecc468e0c2fdecb291db']","[1.44786738, 8.50764183]","['3aa0379c63bed513d15e74b6b696fb883f', '2bbad5aea55dc62bdb06d74b9f61fa1a23', 'b20fbdd2d12a4448a195afeef127fdec58', '9bc16796957df78a5e2d9bc409ef51209b']","[3.55751249, 2.07695411, 1.50369092, 2.71866129]",0.0986904
1eb4d2bc8838820ca7c5bd67db14adedf4c8066bda1798cf4706bb39d5b51031,1647922862,"['b20fbdd2d12a4448a195afeef127fdec58', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[7.7090905, 4.6460772]","['2bbad5aea55dc62bdb06d74b9f61fa1a23', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '4e926ac417eb42b65fe9e64dbd31f56082', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[5.89197369, 1.75600766, 1.17601808, 1.06349441, 2.41789809]",0.04977577
7ce8f41c9de267ba87b78fd360ed56e0e583ef4b2f13213a8bd339f2b31688d1,1641636424,"['a9919070c7c9d08305e9fd931e3c6174f9', '6fec691f29e4d18a4f8ea654e2e0053567']","[5.21588796, 9.46189745]","['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', 'ff8a819983da0347822f41373d5b420096', '53ff7b447233e9d476a16fbf58c2058ef1', 'f450c507b27979779004cd5ab0239cf1db']","[2.53641063, 5.64784846, 0.96359085, 5.49829492]",0.03164055
91060a61e39a4162fa5b55831db906bbdb1ecbc5787368469b95bfa1413bc1e3,1646395318,"['47245a9493c4711c9d5dfd4148bd2bbe98', '68e1fda7b52b463e4759123487f804aff5']","[2.93096024, 6.62970384]","['53ff7b447233e9d476a16fbf58c2058ef1', 'fd7a26ee53f6c8ce27700243dad0139314', '6ff8f273448452717d34fc1e52782e0fb9', '5e52bae29d5cb1778a595a48de72f2d5a9']","[1.97193737, 2.23938914, 1.71110797, 3.54427136]",0.09395824
7649bfeb343cc644f0a04a315b64f5651296c94dfcaaec170e83a31c20a51644,1664242744,['3cac2601f46cb8587412ae7880f6495b2a'],[2.27428932],"['4989cd7274f46860b01c65d2d4ea9f0d33', 'da9187e05ef31399e0d9fab638b27c5274', '4e926ac417eb42b65fe9e64dbd31f56082']","[0.2272859, 0.44354553, 1.59165941]",0.01179848
3f7dd52aea66798786caf49e89ca6289a15cc93d58e3d27f89d15d37832459ad,1661792490,"['25ad779ecc8a52452c6cd55a06c7077e2f', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a']","[5.92526064, 3.49740698]",['ed1ec93bc5f7c38aaf80e9029dda699088'],[9.363713],0.05895462
a35b536cc08b58655502f15c98abec7df3aa5e850fb1c57063d489157be9017a,1648905500,['79d297eef1cf3d8774bcb368343c694646'],[7.09652007],"['edba6a897a08174dff262541e7c1ea1e8e', '877c862bc520673f290192e91109c3d175', '68e1fda7b52b463e4759123487f804aff5', 'b09dde30f46de2e6506dc9178290a4a4ab', 'd5cee50d9e3bc7edd430af4ddf8f8bb74d']","[1.42907833, 1.38174192, 1.90010355, 0.63386924, 1.7141895]",0.03753753
