hash,timestamp,input_addresses,input_values,output_addresses,output_values,fee
a8c88c566848f18a81b2e8f815dd06ab9a56265d65316d86e65423034a98be8c,1646488129,['f0e6035f2ebd8125aef8de92390bb4133d'],[4.22660253],"['c6f46a8d7a1b9164847192d700cd9047ed', 'a34befdebd0038a906d33cdf6be8430099']","[1.03793281, 3.15253856]",0.03613116
1b707c1471ef590602225b2afc78efb465df093a8bd1831fba604975bbf0c734,1646547864,"['1ce37b10c54a2bb9ee4e1010871007b1b9', '204953f0bcb5d1f3257c3a1932225265ec']","[3.94952165, 6.96907859]","['00616549f4d24e047419c1d3cab9a2e7c9', '6a109a5483459f2e36349c02320dc654af']","[1.95514246, 8.94736935]",0.01608843
014ea1b189eeb5f5c604bfc98b9bb2296219e526992a604415577f4d121fe941,1646583680,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[4.19133413],"['8f9ff7ea57c5d14eece13c30dfa504e2e2', 'b1bcb5f755249ffe296e09fa4cc26525ec', 'c688e64cc6c9cfe752e777fbfd20f0edfc']","[0.7665748, 1.10168365, 1.01391096]",0.07834865
3d8578720bd2e74821c404d320f413b1d4921a59e89ff90e4015fd8df2d3e8b2,1646585900,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[3.10596807],"['e7823a422eb566ac80671d684e17a48534', '07379709b32648049da2752090d830c1bb', 'a34befdebd0038a906d33cdf6be8430099']","[0.34656223, 0.51240956, 0.86112922]",0.03705424
6512d657710c6dc1bcb8da0bac6dd21c9b6000348a83e241f6f63c554ba4d7f8,1646611553,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[2.12205859],"['33242d9a0d6c07f4fd0585092dc288d38a', 'a34befdebd0038a906d33cdf6be8430099', '0192ce1c53b9590c3ea64f6f1653d24d69']","[1.34666626, 1.07172187, 1.08747711]",0.09956241
0bfa3637a7c49e4ea1593e36d0b1447086bc71f051dbe6588771e303df2dce38,1646620753,['771216b25a4852420805da129f1de6a3e5'],[0.0003537],['f09de5b50a96669a8b0bc049eae87dc5c7'],[0.0001413],9.034e-05
8029e556616512ca8c154370750f8440b378187570c6558a6572c3dbb9c7a878,1646657531,"['b2f1bf21d8c2cf0edc34739a9c20c7c314', '57821c9f957e3c8d861b46b6f61b2a0f65']","[0.75526953, 8.22582164]","['9b511c4f31439699097e89f1c6e33773a8', '01c3ef7943ceab1f533b84a47a659a7ca3']","[3.29672733, 5.61287409]",0.07148975
c59e705c0b56b65bd4cc829181ebe08d46b1034199bf18687990a6e372f33c93,1646710662,"['fc4d038805914452f1832e9c15614afd5f', '204953f0bcb5d1f3257c3a1932225265ec', '2e30e81d131f2de44acd87f5ae87f89f0b']","[5.50167249, 1.64966947, 1.45761184]",['83b6dc35e5bfde432beb436ac0d12b3933'],[8.54781059],0.06114321
5123446f23c25c7a4c791abd6eeb546dcfef8f4285842445c73d34ef4896485e,1646815356,"['1ce4e884247b237e6f932f4fe4ff30e68a', '8b6a7d5536f920666cda39a3cabdc7e722']","[1.5501395, 4.70692886]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[2.3534547],0.06955233
d379f41012135c37c55027ff0c075e0462e64ebff376d963f747c32d582236b0,1646823309,['5718e78ddc5f65b810e00292a6f69f3f43'],[1.20504228],"['0192ce1c53b9590c3ea64f6f1653d24d69', '4b37fe631826d132c908b222bb24844244', '33242d9a0d6c07f4fd0585092dc288d38a']","[1.38634725, 1.01910649, 1.01715636]",0.01464247
3d7eac677bc5b83d588e9b99a4d916ab98079c2d3796d72616ed519c42d22b72,1646828214,['e63f116d2f32b7a8c3598b113ec43fa669'],[0.00076742],['728aaacee6a67e65a0e83b092e1288f43c'],[0.00032709],9.257e-05
2686dd2e8ad4566781f4456f6082d93b57d866e56831ea1267b11b5148fb57c5,1646847194,['2e30e81d131f2de44acd87f5ae87f89f0b'],[1.96669809],['2b1e7b635a7c82693e017bbc5eb85d2f74'],[1.15056605],0.06583283
06dcbd6d85316cef2e9b1fa098ab515764ba79cc27cbba4c27c5348cd8638b28,1646851627,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[3.23734354],"['4b37fe631826d132c908b222bb24844244', '83b6dc35e5bfde432beb436ac0d12b3933', '01c3ef7943ceab1f533b84a47a659a7ca3']","[0.98910627, 0.96646307, 0.47152668]",0.08613514
2fb935847b3d88ec4ae1d9c8fb3701055209f8d9c8c3bebe6257c33df486b91a,1646910911,['83ffdcd06c234cd44863f2b51aa6975068'],[2.11921768],"['13192bf1e7d4335371a63f64d8bfa04cce', '53c11c8387b4ed4fce0967b08317239def', '714d933a74a1c045390802a19ba3f5b2ee']","[0.61779011, 0.6233802, 0.78503292]",0.06125573
50d3dd81f487c65f0e4a3bc4971e59f4f3b127de37059579ef81f3d6e0bad8ee,1646951509,"['1f270ce14af33fdd3b524d8018e7066642', '0fa651b189e813b9717081db7ddc066734']","[8.53844154, 8.14767154]","['e6827d8e95c302c654e4cd164885ed1db3', '9b511c4f31439699097e89f1c6e33773a8']","[2.64311487, 13.87775168]",0.16524653
d9f0d03956bbd25ef40efcbe75bc2918a593610437c2460f615181502644c165,1646982339,"['57dc79b5d846ee6891e70b900a681fbd49', 'f0e6035f2ebd8125aef8de92390bb4133d', '466e6ef2593b995224662a73ffa118584b']","[3.06939616, 3.72000842, 4.62997596]","['fdbc30246eb7bbc636d7b57bc54389979f', '204953f0bcb5d1f3257c3a1932225265ec', 'c6f46a8d7a1b9164847192d700cd9047ed', 'f09de5b50a96669a8b0bc049eae87dc5c7']","[1.96215807, 3.52000338, 1.51856219, 4.30887135]",0.10978555
889c07ab0a3365b69acb59b28bfffba6d8b6f466410c8f9445cd3c60320cbdad,1647024029,['f57714a45b39d5a312d236e0512f11782e'],[8.52101372],"['877b1c8bec92d5b567c7de412ec7669f64', '42637b40a51b1ecfac1e88e3cd8e8f27ef', '9b511c4f31439699097e89f1c6e33773a8', '9293c0d7a4124b43ce3460a016a622dd68']","[1.01693205, 3.17776333, 1.15270707, 3.14662431]",0.02698696
3053ca66883be79ed24b026b0d56b7658a0ace60889fa17d2e9245f60f451b16,1647048851,"['1a7cd91753ca4e52882b9576f1848b9341', '25b36bac115db3b37f7fc3aa4dce631fe3', '63f9f80a4e6fb408230167739b0b61142d']","[5.00226997, 9.06166254, 2.71887651]","['07379709b32648049da2752090d830c1bb', '293cdd5e9dbddb1c2b6d3aa86eca72ff1c', 'f7bfbdd41819c8d7762b5de62811b92a23']","[3.47446907, 2.72090835, 10.5558868]",0.0315448
0d2d1326e5d88ee5c81ffdcd61579412f11b890de219fbb14897de33b6c996d7,1647103702,"['839cd16f9859ded0fcb393c34e20a2a717', 'e6827d8e95c302c654e4cd164885ed1db3']","[4.91203277, 3.1162569]",['5718e78ddc5f65b810e00292a6f69f3f43'],[6.96072004],0.04242864
79b36da845d371a692a1482113146d088bfd1b832d4f7cf2654319ec6b806eb4,1647146912,"['26e37e6156a7b52a215995b2b1f61e2937', 'f7f299f4f5627d077db8c0d82399e47cbe']","[6.97262072, 8.64622322]","['6a640b6e18cd110a9a6f70a51c7bb83448', '42637b40a51b1ecfac1e88e3cd8e8f27ef', '1ce4e884247b237e6f932f4fe4ff30e68a']","[2.22502633, 2.81331268, 10.45828324]",0.12222169
14fcee31af5d582eccf79915ad95899cc86d66396fea7a3188d37cf31e08f760,1647161183,"['c165a91581c7a5438be7d75e37efd69c08', '53c11c8387b4ed4fce0967b08317239def']","[3.04777374, 1.67330339]",['5718e78ddc5f65b810e00292a6f69f3f43'],[3.47159246],0.0115004
702e76fd8cc4256419ca2155bf369a43e416b714fa18375a186cc9e73d1fed1c,1647201936,"['2a25ef22fe8ab9dfb87bc52083e639603b', '6600f41d286b096050b052934fb6ede06d']","[3.38080123, 2.97717647]",['83ffdcd06c234cd44863f2b51aa6975068'],[4.23713409],0.05511713
134f78b5cc6ab5a053e2eaf4f47d79c578bffba1ab65e669d5009474844e3ad4,1647297529,['e49e26b72f8a021227087e663909e3802a'],[9.27029677],"['a0eda8720179ffd4f242412599cadb012b', '58fd04d6dfc4233503f56aefa520a0c363', '9b511c4f31439699097e89f1c6e33773a8', '64ebf564c12a6b63915a6342c8e7dbb024', '293cdd5e9dbddb1c2b6d3aa86eca72ff1c']","[4.19804187, 0.89423698, 1.29108111, 1.25413814, 1.55812272]",0.07467595
c46722b33881976837a33b47c6db29f5ce4ff017034213624b26a0d607c20bef,1647306795,"['575fefd9897d1f6ecfabd336768801dfb2', 'e49e26b72f8a021227087e663909e3802a']","[0.32560227, 3.31070912]","['d2f51e246c47624985c6d13d3845926fb9', '21ed0ce9c8b33c23665335828ff5978a6a', '68a2e49402e529f2b97cee875f27d12a61']","[1.37243916, 0.70373562, 1.5416664]",0.01847021
c0b7b7796b2614ccc843f14bb2cf7876854247769a6fcc96c6594a58ff102374,1647327447,['e7823a422eb566ac80671d684e17a48534'],[2.32452522],"['5fb3cc65954d625073a73fcbbfc0e95afd', '13192bf1e7d4335371a63f64d8bfa04cce']","[0.74007867, 1.56179228]",0.02265427
415331ada25491727bb97e1cafc96e52197460092e8146735480519af564e7c1,1647344846,['1f270ce14af33fdd3b524d8018e7066642'],[9.25296036],"['4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '618310393e6719583e61accbb8b3d095f2', '63f9f80a4e6fb408230167739b0b61142d', 'f7bfbdd41819c8d7762b5de62811b92a23', '4fc32d460327110dce173d6f2a3cce1fe0']","[4.19188914, 1.83863797, 0.49986852, 0.80510215, 1.86037462]",0.05708796
04525057c48a13038f7ae8228188fcb3b11867b67340616eb8cd01b18b414dac,1647345076,['e34925d40f59776c5d371739815d29f666'],[4.54823299],"['4a32ecc1f191e2628ea52a1075d0a5fee4', '8a2dd6a8bf6aca1259083fcd55a1b085de', '57dc79b5d846ee6891e70b900a681fbd49', '1d5b65d7e840afcfd23c4d74aca5b322cb']","[1.2888521, 1.08039632, 1.03232175, 1.12807396]",0.01858886
0d4847f583ced29ee2947190d67e0b5f7fbe2ee4bc5627ab2de7da1858eb161e,1647369853,"['0192ce1c53b9590c3ea64f6f1653d24d69', '4fc32d460327110dce173d6f2a3cce1fe0', '8b6a7d5536f920666cda39a3cabdc7e722']","[0.7327632, 9.98891882, 7.73780586]",['33242d9a0d6c07f4fd0585092dc288d38a'],[18.37287816],0.08660972
250e2cc109140207cbafb729fb86755fb16c86b01473bca653222867e7db0f5a,1647380885,"['bf4680bb0862d1853eee99de3bd469c576', '1f270ce14af33fdd3b524d8018e7066642']","[2.65876687, 3.28386213]",['83ffdcd06c234cd44863f2b51aa6975068'],[5.39342751],0.07457306
9350accce0f6480ea808af092b1fd969965db32f72612e31e797678e90cd2cdd,1647384920,"['b2f1bf21d8c2cf0edc34739a9c20c7c314', 'b1bcb5f755249ffe296e09fa4cc26525ec', '01c3ef7943ceab1f533b84a47a659a7ca3']","[2.75838168, 0.98999622, 6.49073653]","['57821c9f957e3c8d861b46b6f61b2a0f65', '469a49668ea7a0b748af7ff812740b19a3', 'fdbc30246eb7bbc636d7b57bc54389979f']","[3.72111378, 0.68515722, 5.8128483]",0.01999513
0791c1b040a4c05d6d8421b338c2f5eaeb4a27e69117eb5394c9d5d3e4338a93,1647420780,"['877b1c8bec92d5b567c7de412ec7669f64', '86be810244bf1d7841afdbf538c734f05a', 'b2f1bf21d8c2cf0edc34739a9c20c7c314']","[3.32509675, 3.24732336, 2.70250731]","['e6827d8e95c302c654e4cd164885ed1db3', 'bf4680bb0862d1853eee99de3bd469c576', 'edc66288a86874a560b59eb3d8d39d5b0e', '6a640b6e18cd110a9a6f70a51c7bb83448', 'f57714a45b39d5a312d236e0512f11782e']","[1.51324131, 2.40946081, 0.81146274, 2.05233054, 2.4767737]",0.01165832
1fab0125b35a0b100a211fa4a3d0ac079953f07441ddcd64576cfedc9dc286d6,1647521555,"['0192ce1c53b9590c3ea64f6f1653d24d69', '1ce37b10c54a2bb9ee4e1010871007b1b9']","[6.67338448, 5.66740064]","['5cb67ecf3b63f743e4b925049800a2da73', '9b511c4f31439699097e89f1c6e33773a8', '26e37e6156a7b52a215995b2b1f61e2937', '13192bf1e7d4335371a63f64d8bfa04cce']","[1.49429271, 2.91055631, 2.60486047, 5.28385197]",0.04722366
42d65d9a3855fb3bc3ef2df3ba73375373f2899671e3ff46d9a68e4db75a4eab,1647572312,['9293c0d7a4124b43ce3460a016a622dd68'],[1.93298556],['f125f30bf27736aa9e11466d5b6441bc6f'],[0.9406268],0.01762498
0ff3091a317581c55eb336d801762f8be31e2c0f65afb3420f67e5f02f774231,1647591330,"['42637b40a51b1ecfac1e88e3cd8e8f27ef', '618310393e6719583e61accbb8b3d095f2']","[4.7845399, 5.57711757]","['d5379a3162d47a6f1de81f06682f9b38d2', 'c64123b4660059261a89312a131f5c974a', '466e6ef2593b995224662a73ffa118584b', '204953f0bcb5d1f3257c3a1932225265ec', 'b35e6207975232e8bc04ebccc02aabcee9']","[2.63326841, 1.43702506, 2.16623029, 1.4988387, 2.53950705]",0.08678796
d0ee5ee277df4ad5be6102c39a0e2606cb760bd1c8a190e28818abb87af41c76,1647607437,"['466e6ef2593b995224662a73ffa118584b', '41b0b18b1cdbc8b73d8c087056e33af864']","[3.98544633, 4.68441185]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[9.68034634],0.06894722
6af049cf907aadb78a094c9c350b6de1a227b6299b294d159d040217783c116e,1647732882,"['1a7cd91753ca4e52882b9576f1848b9341', '877b1c8bec92d5b567c7de412ec7669f64']","[7.18366712, 7.03719846]","['25b36bac115db3b37f7fc3aa4dce631fe3', 'c6f46a8d7a1b9164847192d700cd9047ed']","[5.93870098, 8.14644384]",0.13572076
41c02227d0bfaafa4a7d54cad9f789b940b2da305b9e834aab68710ac2a3f10b,1647745679,"['01c3ef7943ceab1f533b84a47a659a7ca3', '21ed0ce9c8b33c23665335828ff5978a6a', 'fe5872185fa9cba28878f806dff7d991b1']","[0.62924137, 2.45558354, 8.21730752]","['c165a91581c7a5438be7d75e37efd69c08', 'c816c976cc4e32fe16f3356407338a4e37', 'edc66288a86874a560b59eb3d8d39d5b0e', 'd24a67d9462218fae4672f3534f0ef1a9c', '204953f0bcb5d1f3257c3a1932225265ec']","[4.52687324, 1.84204447, 0.90330523, 1.32082906, 2.63759968]",0.07148075
725b9a2991619cbcdc9394c09fb29b4683094e3515905a73d8c6ab6d6d3091ea,1647833254,"['83b6dc35e5bfde432beb436ac0d12b3933', '5dde0eb7987d5b618a28b82e3855f58ed5', 'f09de5b50a96669a8b0bc049eae87dc5c7']","[8.59616599, 0.33846895, 0.7335258]","['edc66288a86874a560b59eb3d8d39d5b0e', '618310393e6719583e61accbb8b3d095f2']","[2.4102291, 7.2260145]",0.03191714
79efc5d49986753182d0a4154ece8d0d5e37fef2ebccc128efb939108a54bbee,1647834846,"['4a32ecc1f191e2628ea52a1075d0a5fee4', '6137c8da21e2b596a5c2527ff7f4809d0e', '1ce4e884247b237e6f932f4fe4ff30e68a']","[7.8679389, 2.08130607, 5.19328178]","['714d933a74a1c045390802a19ba3f5b2ee', '9293c0d7a4124b43ce3460a016a622dd68', '57821c9f957e3c8d861b46b6f61b2a0f65']","[2.09332647, 1.54845926, 11.43031889]",0.07042213
f3784e4544d8493480dc1c4dd2ac83ee7e8dda2171ce96e685aaa7c43983e660,1647853306,"['d24a67d9462218fae4672f3534f0ef1a9c', '466e6ef2593b995224662a73ffa118584b', '41b0b18b1cdbc8b73d8c087056e33af864']","[4.71738456, 5.20350825, 1.74928116]","['2a25ef22fe8ab9dfb87bc52083e639603b', '1a7cd91753ca4e52882b9576f1848b9341', '90cfb34f6424e918365dc2b8a377a2e912', 'f7bfbdd41819c8d7762b5de62811b92a23']","[3.72091035, 3.43915414, 1.54039015, 2.935022]",0.03469733
f2f7fd40e5a59697d315717296c623a6c5ebf1283e289b6213e858edfdd9a0e1,1647866624,['5b6272198d00f0d40cb1b52d786628080c'],[0.00017602],['714d933a74a1c045390802a19ba3f5b2ee'],[0.0001615],8.053e-05
15c7dc097087fa673926c995d45302b8ed02bb8d988317c4415fdd098c07bf3a,1647867385,['5718e78ddc5f65b810e00292a6f69f3f43'],[1.74028934],"['12baa8ceb4b8d6139d5959b0e7ed40f677', '8a2dd6a8bf6aca1259083fcd55a1b085de', '191eed2fc0e6745c87740873d8a27af66a']","[0.47981052, 0.87741631, 0.41299118]",0.02750911
e47be4dcaf2518b7093a1e1524195139e67afebb23fe6a28f6c47e925f677369,1647947479,['bf4680bb0862d1853eee99de3bd469c576'],[9.66760959],"['25b36bac115db3b37f7fc3aa4dce631fe3', '64ebf564c12a6b63915a6342c8e7dbb024']","[1.71305123, 7.90227794]",0.05228042
615f304da9c1276ad3f842875ada1f977e28413db0abeb75795a672c6e03f079,1648014804,"['f5b815022c686bee76cc6b81bba45c339e', 'a0eda8720179ffd4f242412599cadb012b']","[1.49051596, 7.39234948]","['204953f0bcb5d1f3257c3a1932225265ec', '6a109a5483459f2e36349c02320dc654af', 'b1bcb5f755249ffe296e09fa4cc26525ec', '50a2f80c864d124ccf368f3e5505b11c5e']","[3.76151541, 0.90494594, 1.14358132, 2.99644087]",0.0763819
aeb2149ef2ba255cfbbfc6ff87b7f76a3c10a34bec43c2f01387d902a9ae0e94,1648038960,['f7bfbdd41819c8d7762b5de62811b92a23'],[3.15546643],"['2a25ef22fe8ab9dfb87bc52083e639603b', '07379709b32648049da2752090d830c1bb', '1a7cd91753ca4e52882b9576f1848b9341', '204953f0bcb5d1f3257c3a1932225265ec', '6600f41d286b096050b052934fb6ede06d']","[0.4830979, 0.50869767, 0.94729292, 0.40463473, 0.78978101]",0.0219622
be3a3361781be1d23d5eef5e70c2dee22b5d9fa214d1b1d90f5a20b42b01f6aa,1648050730,['5718e78ddc5f65b810e00292a6f69f3f43'],[4.03585437],"['9293c0d7a4124b43ce3460a016a622dd68', 'bf4680bb0862d1853eee99de3bd469c576', '21ed0ce9c8b33c23665335828ff5978a6a']","[0.64667268, 0.72042956, 1.04888429]",0.08515622
e73a67f628102c9a3af7352c06a01fa97805e4cfc4d516061e064595887d9b4d,1648092804,['83b6dc35e5bfde432beb436ac0d12b3933'],[83.54561941],['8ec7043821b4aecb295784c12af4dbbb9d'],[68.81478228],0.69847663
196841b1ac45d95b3fabe1444b5b13be81379cba229c4a0a26253deb16e5114f,1648124859,"['33242d9a0d6c07f4fd0585092dc288d38a', '1898beeb684fae0b8a6c8e760521fcb3be']","[7.80235269, 1.94405913]","['063c002314c42769dcd4745ab373fdbadc', '1898beeb684fae0b8a6c8e760521fcb3be', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '714d933a74a1c045390802a19ba3f5b2ee', '42637b40a51b1ecfac1e88e3cd8e8f27ef']","[4.21746571, 0.78845801, 0.83280297, 0.72827776, 3.13013692]",0.04927045
e1bd345c681fcee84460027906e03015d965f07fb8ec310a4e8025fe5dcbf438,1648137602,"['618310393e6719583e61accbb8b3d095f2', '63f9f80a4e6fb408230167739b0b61142d']","[3.21604007, 2.24999864]","['714d933a74a1c045390802a19ba3f5b2ee', 'd5f7ce1a9e9dd4f30c87c8623e9d924773', '68a2e49402e529f2b97cee875f27d12a61', '12baa8ceb4b8d6139d5959b0e7ed40f677']","[0.94348671, 1.77756988, 0.91556629, 1.78915264]",0.04026319
39d9854a46f076e327c84766054ed6637a1773f5bccc99c5b1a6f2e34da91b49,1648157851,"['0fa651b189e813b9717081db7ddc066734', '1ce4e884247b237e6f932f4fe4ff30e68a', '26e37e6156a7b52a215995b2b1f61e2937']","[9.8174037, 1.06323708, 1.36515454]","['6a640b6e18cd110a9a6f70a51c7bb83448', 'fedac584dbf5cc030fc024c1283558ae18', 'd2f51e246c47624985c6d13d3845926fb9', '42637b40a51b1ecfac1e88e3cd8e8f27ef', '1d9ce774cc4b3a48d47740c32320ba1106']","[4.2445276, 3.95374669, 1.78205998, 0.88655446, 1.32785658]",0.05105001
af778dc1ac78ba8a46849dd7762d61260d0289473997d64716e717e411a4fc88,1648162592,"['25b36bac115db3b37f7fc3aa4dce631fe3', 'e6827d8e95c302c654e4cd164885ed1db3']","[5.5977426, 0.87732558]","['57dc79b5d846ee6891e70b900a681fbd49', '4b37fe631826d132c908b222bb24844244', 'c64123b4660059261a89312a131f5c974a', '0192ce1c53b9590c3ea64f6f1653d24d69', '575fefd9897d1f6ecfabd336768801dfb2']","[1.30913567, 1.71539231, 0.76931534, 0.55191267, 2.08900915]",0.04030304
90f0e1c18c917d83b9e793f489e2a19b66c4f49a08de299d1704890131caf44c,1648166054,"['063c002314c42769dcd4745ab373fdbadc', '714d933a74a1c045390802a19ba3f5b2ee']","[6.38757163, 0.96744182]",['53c11c8387b4ed4fce0967b08317239def'],[7.29681359],0.05819986
be55a88948dc9731456bbb976d23f9a57ffcc324989b8abe8c727388c6e007ab,1648192935,['6a640b6e18cd110a9a6f70a51c7bb83448'],[0.89212448],"['b1bcb5f755249ffe296e09fa4cc26525ec', 'f5b815022c686bee76cc6b81bba45c339e', '4b37fe631826d132c908b222bb24844244', '1898beeb684fae0b8a6c8e760521fcb3be', '42637b40a51b1ecfac1e88e3cd8e8f27ef']","[0.11822454, 0.2554194, 0.23064949, 0.05350736, 0.22579415]",0.00852954
16c4872ed014b7548ed53e80074a030b4fc5b4b1258749a73aedb9ab8e3f94f8,1648205060,['d2f51e246c47624985c6d13d3845926fb9'],[3.67339627],['8a2dd6a8bf6aca1259083fcd55a1b085de'],[3.65510942],0.01828685
811d30fcda59eefe90ea57ede3213f2cfba6f651e811c9e12007f42f87df3293,1648251987,['e7823a422eb566ac80671d684e17a48534'],[3.71598705],"['f09de5b50a96669a8b0bc049eae87dc5c7', '4b37fe631826d132c908b222bb24844244', '00616549f4d24e047419c1d3cab9a2e7c9']","[1.33525192, 0.59589694, 1.78027664]",0.00456155
246edeb2bf8ecafe465ef6599189bd1f0bd7df5f308e5c6100b5bd40b1f6c2ba,1648255458,['771216b25a4852420805da129f1de6a3e5'],[0.00063404],['42637b40a51b1ecfac1e88e3cd8e8f27ef'],[0.00030808],3.041e-05
7088c0811bcc2163f87a3a812a4b635a769c869661dd409f3dc6f247a59e022c,1648357190,"['5cb67ecf3b63f743e4b925049800a2da73', '87309855481bdfaedd71f4dbff29ceab67', '68a2e49402e529f2b97cee875f27d12a61']","[6.4706942, 4.12796806, 1.52230663]",['1d9ce774cc4b3a48d47740c32320ba1106'],[12.04876713],0.07220176
ec731a93cd8cf8aa63e9c649714e0bb4a887e7e68069ffff9ae31398396136d4,1648439142,"['8b6a7d5536f920666cda39a3cabdc7e722', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '466e6ef2593b995224662a73ffa118584b']","[1.090604, 3.34027471, 6.25807732]",['c64123b4660059261a89312a131f5c974a'],[10.66222154],0.02673449
0bcb4802b334a981f8f6f31de5c7ba6ef4d47fe6e04bb04eab4b4d4008856a7d,1648481532,['8f9ff7ea57c5d14eece13c30dfa504e2e2'],[7.09798967],['466e6ef2593b995224662a73ffa118584b'],[7.033359],0.06463067
6f72f3afbaec7b752e8e28f9c44d3504bc450903d0c2d397c265d394f3913a53,1648508085,['83b6dc35e5bfde432beb436ac0d12b3933'],[2.94229662],"['1a7cd91753ca4e52882b9576f1848b9341', '64ebf564c12a6b63915a6342c8e7dbb024', 'c816c976cc4e32fe16f3356407338a4e37']","[0.97690892, 0.61949788, 1.33936835]",0.00652147
26183de81b5d9b931996d1c5fa6097772799475a1fcdcf7d439aa45e3cf75c37,1648526943,"['b2f1bf21d8c2cf0edc34739a9c20c7c314', '90cfb34f6424e918365dc2b8a377a2e912']","[1.16922178, 4.66272614]",['5718e78ddc5f65b810e00292a6f69f3f43'],[3.02001088],0.05838077
65fa7ffc7844691dd683e4a6e720c30e829634219d64591880708ee66e587e90,1648555381,['b2f1bf21d8c2cf0edc34739a9c20c7c314'],[6.72861557],"['57dc79b5d846ee6891e70b900a681fbd49', '87309855481bdfaedd71f4dbff29ceab67']","[1.45929148, 5.24837186]",0.02095223
abd461db54debae33b1931d3e6698cc8652e1a661231db2984c1b43003625adb,1648597532,"['41b0b18b1cdbc8b73d8c087056e33af864', '57821c9f957e3c8d861b46b6f61b2a0f65']","[0.21050548, 5.38502203]","['b1bcb5f755249ffe296e09fa4cc26525ec', '6600f41d286b096050b052934fb6ede06d', '4b37fe631826d132c908b222bb24844244', 'f7bfbdd41819c8d7762b5de62811b92a23']","[2.68221318, 1.00237424, 0.69014456, 1.21424974]",0.00654579
18aa3a8a02959ffa311403d8440bfc0553a337e2402565bfa4844b5a03d1bc2d,1648607685,['12baa8ceb4b8d6139d5959b0e7ed40f677'],[9.09726719],"['4f70aa43bd89f71e2cded8f7103a9e6536', '466e6ef2593b995224662a73ffa118584b', 'd5379a3162d47a6f1de81f06682f9b38d2']","[3.72123111, 1.30714529, 4.05480615]",0.01408464
b07ea0e4c9de97e14a6eb8efc6c20552524ac3876f368f3d684673ffee964e02,1648656417,['f356066644ebb4c59e80cecc2698bbec79'],[9.96392208],"['c688e64cc6c9cfe752e777fbfd20f0edfc', 'a0eda8720179ffd4f242412599cadb012b', 'e49e26b72f8a021227087e663909e3802a']","[3.20007412, 2.87277176, 3.84113316]",0.04994304
443d25dc8880741fc07f31f64ccd29715f5ef3d0a89ec9230779a92aa32c2a40,1648658277,"['f5b815022c686bee76cc6b81bba45c339e', '0192ce1c53b9590c3ea64f6f1653d24d69', '21ed0ce9c8b33c23665335828ff5978a6a']","[1.79185903, 6.21907482, 7.81616636]","['063c002314c42769dcd4745ab373fdbadc', 'e7823a422eb566ac80671d684e17a48534', 'b1bcb5f755249ffe296e09fa4cc26525ec', '1a7cd91753ca4e52882b9576f1848b9341', '1ce37b10c54a2bb9ee4e1010871007b1b9']","[6.72099168, 2.459696, 2.72493254, 0.5830505, 3.22206221]",0.11636728
3132b301a4e4d366d70e217cbcd1e994ec104cb9e53d6b608b2191b7eb470a9d,1648672694,['d24a67d9462218fae4672f3534f0ef1a9c'],[8.18081364],"['9b511c4f31439699097e89f1c6e33773a8', 'a34befdebd0038a906d33cdf6be8430099', '877b1c8bec92d5b567c7de412ec7669f64', '4f70aa43bd89f71e2cded8f7103a9e6536']","[1.62473499, 2.28391441, 0.50163255, 3.69202598]",0.07850571
9d137ffd911233cfbb2a3bc2a90d5a01f62e33bdac7e1498bbc9ae5e0cde5767,1648698040,['771216b25a4852420805da129f1de6a3e5'],[0.00099549],['6137c8da21e2b596a5c2527ff7f4809d0e'],[0.00085302],9.245e-05
eb2d2a10cc8d2283b8770d0ca95bbd4ce00407da32a97d6c108d1060b9cf1353,1648701416,"['50a2f80c864d124ccf368f3e5505b11c5e', '575fefd9897d1f6ecfabd336768801dfb2', 'a0eda8720179ffd4f242412599cadb012b', '6137c8da21e2b596a5c2527ff7f4809d0e', '1d5b65d7e840afcfd23c4d74aca5b322cb']","[0.98857377, 1.01452716, 0.92513899, 0.92435722, 0.96210961]","['f09de5b50a96669a8b0bc049eae87dc5c7', '6600f41d286b096050b052934fb6ede06d', '5dde0eb7987d5b618a28b82e3855f58ed5', '4b23494c157b8f6a714007f201882e8a32', '4f70aa43bd89f71e2cded8f7103a9e6536']","[1.48357825, 1.48357825, 1.48357825, 1.48357825, 1.48357825]",0.07113906
e17618352cd5b2c7a53868f26f7380406f2be63b63a5e03ab980eb9fe12f1d0e,1648751788,['83b6dc35e5bfde432beb436ac0d12b3933'],[3.57588793],"['5fb3cc65954d625073a73fcbbfc0e95afd', 'f0e6035f2ebd8125aef8de92390bb4133d']","[0.61642117, 2.93832848]",0.02113828
